DriverNumber,BroadcastName,Abbreviation,TeamName,GridPosition,Position,Points,Status,Q1,Q2,Q3,Season,Round,EventName
1,,VER,Red Bull,1.0,1.0,25.0,Finished,,,,2023,1,Bahrain Grand Prix
11,,PER,Red Bull,2.0,2.0,18.0,Finished,,,,2023,1,Bahrain Grand Prix
14,,ALO,Aston Martin,5.0,3.0,15.0,Finished,,,,2023,1,Bahrain Grand Prix
55,,SAI,Ferrari,4.0,4.0,12.0,Finished,,,,2023,1,Bahrain Grand Prix
44,,HAM,Mercedes,7.0,5.0,10.0,Finished,,,,2023,1,Bahrain Grand Prix
18,,STR,Aston Martin,8.0,6.0,8.0,Finished,,,,2023,1,Bahrain Grand Prix
63,,RUS,Mercedes,6.0,7.0,6.0,Finished,,,,2023,1,Bahrain Grand Prix
77,,BOT,Alfa Romeo,12.0,8.0,4.0,Finished,,,,2023,1,Bahrain Grand Prix
10,,GAS,Alpine F1 Team,20.0,9.0,2.0,Finished,,,,2023,1,Bahrain Grand Prix
23,,ALB,Williams,15.0,10.0,1.0,Finished,,,,2023,1,Bahrain Grand Prix
22,,TSU,AlphaTauri,14.0,11.0,0.0,Finished,,,,2023,1,Bahrain Grand Prix
2,,SAR,Williams,16.0,12.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
20,,MAG,Haas F1 Team,17.0,13.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
21,,DEV,AlphaTauri,19.0,14.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
27,,HUL,Haas F1 Team,10.0,15.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
24,,ZHO,Alfa Romeo,13.0,16.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
4,,NOR,McLaren,11.0,17.0,0.0,Lapped,,,,2023,1,Bahrain Grand Prix
31,,OCO,Alpine F1 Team,9.0,18.0,0.0,Retired,,,,2023,1,Bahrain Grand Prix
16,,LEC,Ferrari,3.0,19.0,0.0,Retired,,,,2023,1,Bahrain Grand Prix
81,,PIA,McLaren,18.0,20.0,0.0,Retired,,,,2023,1,Bahrain Grand Prix
11,,PER,Red Bull,1.0,1.0,25.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
1,,VER,Red Bull,15.0,2.0,19.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
14,,ALO,Aston Martin,2.0,3.0,15.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
63,,RUS,Mercedes,3.0,4.0,12.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
44,,HAM,Mercedes,7.0,5.0,10.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
55,,SAI,Ferrari,4.0,6.0,8.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
16,,LEC,Ferrari,12.0,7.0,6.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
31,,OCO,Alpine F1 Team,6.0,8.0,4.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
10,,GAS,Alpine F1 Team,9.0,9.0,2.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
20,,MAG,Haas F1 Team,13.0,10.0,1.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
22,,TSU,AlphaTauri,16.0,11.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
27,,HUL,Haas F1 Team,10.0,12.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
24,,ZHO,Alfa Romeo,11.0,13.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
21,,DEV,AlphaTauri,18.0,14.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
81,,PIA,McLaren,8.0,15.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
2,,SAR,Williams,20.0,16.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
4,,NOR,McLaren,19.0,17.0,0.0,Finished,,,,2023,2,Saudi Arabian Grand Prix
77,,BOT,Alfa Romeo,14.0,18.0,0.0,Lapped,,,,2023,2,Saudi Arabian Grand Prix
23,,ALB,Williams,17.0,19.0,0.0,Retired,,,,2023,2,Saudi Arabian Grand Prix
18,,STR,Aston Martin,5.0,20.0,0.0,Retired,,,,2023,2,Saudi Arabian Grand Prix
1,,VER,Red Bull,1.0,1.0,25.0,Finished,,,,2023,3,Australian Grand Prix
44,,HAM,Mercedes,3.0,2.0,18.0,Finished,,,,2023,3,Australian Grand Prix
14,,ALO,Aston Martin,4.0,3.0,15.0,Finished,,,,2023,3,Australian Grand Prix
18,,STR,Aston Martin,6.0,4.0,12.0,Finished,,,,2023,3,Australian Grand Prix
11,,PER,Red Bull,20.0,5.0,11.0,Finished,,,,2023,3,Australian Grand Prix
4,,NOR,McLaren,13.0,6.0,8.0,Finished,,,,2023,3,Australian Grand Prix
27,,HUL,Haas F1 Team,10.0,7.0,6.0,Finished,,,,2023,3,Australian Grand Prix
81,,PIA,McLaren,16.0,8.0,4.0,Finished,,,,2023,3,Australian Grand Prix
24,,ZHO,Alfa Romeo,17.0,9.0,2.0,Finished,,,,2023,3,Australian Grand Prix
22,,TSU,AlphaTauri,12.0,10.0,1.0,Finished,,,,2023,3,Australian Grand Prix
77,,BOT,Alfa Romeo,19.0,11.0,0.0,Finished,,,,2023,3,Australian Grand Prix
55,,SAI,Ferrari,5.0,12.0,0.0,Finished,,,,2023,3,Australian Grand Prix
10,,GAS,Alpine F1 Team,9.0,13.0,0.0,Retired,,,,2023,3,Australian Grand Prix
31,,OCO,Alpine F1 Team,11.0,14.0,0.0,Retired,,,,2023,3,Australian Grand Prix
21,,DEV,AlphaTauri,15.0,15.0,0.0,Retired,,,,2023,3,Australian Grand Prix
2,,SAR,Williams,18.0,16.0,0.0,Retired,,,,2023,3,Australian Grand Prix
20,,MAG,Haas F1 Team,14.0,17.0,0.0,Retired,,,,2023,3,Australian Grand Prix
63,,RUS,Mercedes,2.0,18.0,0.0,Retired,,,,2023,3,Australian Grand Prix
23,,ALB,Williams,8.0,19.0,0.0,Retired,,,,2023,3,Australian Grand Prix
16,,LEC,Ferrari,7.0,20.0,0.0,Retired,,,,2023,3,Australian Grand Prix
11,,PER,Red Bull,3.0,1.0,25.0,Finished,,,,2023,4,Azerbaijan Grand Prix
1,,VER,Red Bull,2.0,2.0,18.0,Finished,,,,2023,4,Azerbaijan Grand Prix
16,,LEC,Ferrari,1.0,3.0,15.0,Finished,,,,2023,4,Azerbaijan Grand Prix
14,,ALO,Aston Martin,6.0,4.0,12.0,Finished,,,,2023,4,Azerbaijan Grand Prix
55,,SAI,Ferrari,4.0,5.0,10.0,Finished,,,,2023,4,Azerbaijan Grand Prix
44,,HAM,Mercedes,5.0,6.0,8.0,Finished,,,,2023,4,Azerbaijan Grand Prix
18,,STR,Aston Martin,9.0,7.0,6.0,Finished,,,,2023,4,Azerbaijan Grand Prix
63,,RUS,Mercedes,11.0,8.0,5.0,Finished,,,,2023,4,Azerbaijan Grand Prix
4,,NOR,McLaren,7.0,9.0,2.0,Finished,,,,2023,4,Azerbaijan Grand Prix
22,,TSU,AlphaTauri,8.0,10.0,1.0,Finished,,,,2023,4,Azerbaijan Grand Prix
81,,PIA,McLaren,10.0,11.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
23,,ALB,Williams,12.0,12.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
20,,MAG,Haas F1 Team,16.0,13.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
10,,GAS,Alpine F1 Team,17.0,14.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
31,,OCO,Alpine F1 Team,19.0,15.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
2,,SAR,Williams,14.0,16.0,0.0,Finished,,,,2023,4,Azerbaijan Grand Prix
27,,HUL,Haas F1 Team,20.0,17.0,0.0,Lapped,,,,2023,4,Azerbaijan Grand Prix
77,,BOT,Alfa Romeo,13.0,18.0,0.0,Lapped,,,,2023,4,Azerbaijan Grand Prix
24,,ZHO,Alfa Romeo,15.0,19.0,0.0,Retired,,,,2023,4,Azerbaijan Grand Prix
21,,DEV,AlphaTauri,18.0,20.0,0.0,Retired,,,,2023,4,Azerbaijan Grand Prix
1,,VER,Red Bull,9.0,1.0,26.0,Finished,,,,2023,5,Miami Grand Prix
11,,PER,Red Bull,1.0,2.0,18.0,Finished,,,,2023,5,Miami Grand Prix
14,,ALO,Aston Martin,2.0,3.0,15.0,Finished,,,,2023,5,Miami Grand Prix
63,,RUS,Mercedes,6.0,4.0,12.0,Finished,,,,2023,5,Miami Grand Prix
